Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Val Fold,OoD Test Fold,tpr,tnr,ba
Office31,GradNorm,val_optimal,False,False,smear,webcam,0.79,0.92,0.855
Office31,GradNorm,val_optimal,False,False,webcam,brightness,1.0,0.87,0.935
Office31,GradNorm,val_optimal,False,False,webcam,dslr,0.81,0.87,0.8400000000000001
Office31,GradNorm,val_optimal,False,False,webcam,smear,0.4,0.87,0.635
Office31,GradNorm,val_optimal,False,False,webcam,webcam,0.88,0.87,0.875
Office31,GradNorm,ind_span,False,False,brightness,brightness,0.99,0.92,0.9550000000000001
Office31,GradNorm,ind_span,False,False,brightness,dslr,0.58,0.92,0.75
Office31,GradNorm,ind_span,False,False,brightness,smear,0.2,0.92,0.56
Office31,GradNorm,ind_span,False,False,brightness,webcam,0.58,0.92,0.75
Office31,GradNorm,ind_span,False,False,dslr,brightness,0.99,0.92,0.9550000000000001
Office31,GradNorm,ind_span,False,False,dslr,dslr,0.58,0.92,0.75
Office31,GradNorm,ind_span,False,False,dslr,smear,0.2,0.92,0.56
Office31,GradNorm,ind_span,False,False,dslr,webcam,0.58,0.92,0.75
Office31,GradNorm,ind_span,False,False,smear,brightness,0.99,0.92,0.9550000000000001
Office31,GradNorm,ind_span,False,False,smear,dslr,0.58,0.92,0.75
Office31,GradNorm,ind_span,False,False,smear,smear,0.2,0.92,0.56
Office31,GradNorm,ind_span,False,False,smear,webcam,0.58,0.92,0.75
Office31,GradNorm,ind_span,False,False,webcam,brightness,0.99,0.92,0.9550000000000001
Office31,GradNorm,ind_span,False,False,webcam,dslr,0.58,0.92,0.75
Office31,GradNorm,ind_span,False,False,webcam,smear,0.2,0.92,0.56
Office31,GradNorm,ind_span,False,False,webcam,webcam,0.58,0.92,0.75
Office31,GradNorm,logistic,False,False,brightness,brightness,0.98,0.98,0.98
Office31,GradNorm,logistic,False,False,brightness,dslr,0.28,0.98,0.63
Office31,GradNorm,logistic,False,False,brightness,smear,0.09,0.98,0.535
Office31,GradNorm,logistic,False,False,brightness,webcam,0.39,0.98,0.685
Office31,GradNorm,logistic,False,False,dslr,brightness,1.0,0.91,0.9550000000000001
Office31,GradNorm,logistic,False,False,dslr,dslr,0.8,0.91,0.855
Office31,GradNorm,logistic,False,False,dslr,smear,0.37,0.91,0.64
Office31,GradNorm,logistic,False,False,dslr,webcam,0.83,0.91,0.87
Office31,GradNorm,logistic,False,False,smear,brightness,1.0,0.73,0.865
Office31,GradNorm,logistic,False,False,smear,dslr,0.91,0.73,0.8200000000000001
Office31,GradNorm,logistic,False,False,smear,smear,0.57,0.73,0.6499999999999999
Office31,GradNorm,logistic,False,False,smear,webcam,0.95,0.73,0.84
Office31,GradNorm,logistic,False,False,webcam,brightness,0.99,0.91,0.95
Office31,GradNorm,logistic,False,False,webcam,dslr,0.8,0.91,0.855
Office31,GradNorm,logistic,False,False,webcam,smear,0.36,0.91,0.635
Office31,GradNorm,logistic,False,False,webcam,webcam,0.81,0.91,0.8600000000000001
Office31,Entropy,val_optimal,True,True,brightness,brightness,0.9523809523809523,0.09473684210526312,0.5235588972431078
Office31,Entropy,val_optimal,True,True,brightness,dslr,0.17142857142857143,0.09473684210526312,0.13308270676691727
Office31,Entropy,val_optimal,True,True,brightness,smear,0.9523809523809523,0.05027932960893855,0.5013301409949454
Office31,Entropy,val_optimal,True,True,brightness,webcam,0.9428571428571428,0.09473684210526312,0.518796992481203
Office31,Entropy,val_optimal,True,True,dslr,brightness,0.11428571428571428,0.8947368421052632,0.5045112781954887
Office31,Entropy,val_optimal,True,True,dslr,dslr,0.9047619047619048,0.8947368421052632,0.899749373433584
Office31,Entropy,val_optimal,True,True,dslr,smear,0.09523809523809523,0.9441340782122905,0.5196860867251929
Office31,Entropy,val_optimal,True,True,dslr,webcam,0.09523809523809523,0.8947368421052632,0.4949874686716792
Office31,Entropy,val_optimal,True,True,smear,brightness,0.02857142857142857,0.8105263157894737,0.4195488721804511
